partido_id,jugador_id,titular
P-006,BIH-7,true
P-006,BIH-9,true
P-006,BIH-2,true
P-006,BIH-11,true
P-006,BIH-13,true
P-006,BIH-10,true
P-006,BIH-26,true
P-006,BIH-24,true
P-006,BIH-21,true
P-006,SUI-14,false
P-006,SUI-7,false
P-006,SUI-17,false
P-006,SUI-24,false
P-006,SUI-19,false
P-006,BIH-5,false
P-006,BIH-8,false
P-006,BIH-6,false
P-006,BIH-15,false
P-006,BIH-19,false
P-007,CAN-1,true
P-007,CAN-4,true
P-007,CAN-3,true
P-007,CAN-6,true
P-007,CAN-7,true
P-007,CAN-11,true
P-007,CAN-10,true
P-007,CAN-14,true
P-007,CAN-22,true
P-007,CAN-25,true
P-007,CAN-24,true
P-007,QAT-1,true
P-007,QAT-3,true
P-007,QAT-5,true
P-007,QAT-7,true
P-007,QAT-8,true
P-007,QAT-11,true
P-007,QAT-16,true
P-007,QAT-10,true
P-007,QAT-21,true
P-007,QAT-24,true
P-007,QAT-20,true
P-007,CAN-19,false
P-007,CAN-9,false
P-007,CAN-21,false
P-007,CAN-20,false
P-007,CAN-16,false
P-007,QAT-26,false
P-007,QAT-22,false
P-007,QAT-6,false
P-008,BRA-1,true
P-008,BRA-4,true
P-008,BRA-8,true
P-008,BRA-6,true
P-008,BRA-2,true
P-008,BRA-11,true
P-008,BRA-19,true
P-008,BRA-10,true
P-008,BRA-20,true
P-008,BRA-22,true
P-008,BRA-21,true
P-008,HAI-12,true
P-008,HAI-2,true
P-008,HAI-9,true
P-008,HAI-6,true
P-008,HAI-3,true
P-008,HAI-11,true
P-008,HAI-13,true
P-008,HAI-10,true
P-008,HAI-20,true
P-008,HAI-21,true
P-008,HAI-22,true
P-008,BRA-16,false
P-008,BRA-26,false
P-008,BRA-13,false
P-008,HAI-19,false
P-008,HAI-25,false
P-008,HAI-18,false
P-008,HAI-5,false
P-009,MAR-1,true
P-009,MAR-5,true
P-009,MAR-2,true
P-009,MAR-3,true
P-009,MAR-4,true
P-009,MAR-13,true
P-009,MAR-11,true
P-009,MAR-17,true
P-009,MAR-22,true
P-009,MAR-20,true
P-009,MAR-21,true
P-009,SCO-12,true
P-009,SCO-2,true
P-009,SCO-3,true
P-009,SCO-4,true
P-009,SCO-7,true
P-009,SCO-11,true
P-009,SCO-10,true
P-009,SCO-15,true
P-009,SCO-26,true
P-009,SCO-24,true
P-009,SCO-20,true
P-009,MAR-26,false
P-009,MAR-8,false
P-009,MAR-15,false
P-009,SCO-21,false
P-009,SCO-22,false
P-009,SCO-16,false
P-009,SCO-18,false
P-010,TUR-23,true
P-010,TUR-5,true
P-010,TUR-3,true
P-010,TUR-2,true
P-010,TUR-6,true
P-010,TUR-13,true
P-010,TUR-14,true
P-010,TUR-16,true
P-010,TUR-20,true
P-010,TUR-21,true
P-010,TUR-25,true
P-010,AUS-1,true
P-010,AUS-5,true
P-010,AUS-6,true
P-010,AUS-4,true
P-010,AUS-2,true
P-010,AUS-10,true
P-010,AUS-16,true
P-010,AUS-13,true
P-010,AUS-21,true
P-010,AUS-20,true
P-010,AUS-22,true
P-010,TUR-18,false
P-010,TUR-4,false
P-010,TUR-17,false
P-010,AUS-17,false
P-010,AUS-26,false
P-010,AUS-14,false
P-011,GER-1,true
P-011,GER-4,true
P-011,GER-8,true
P-011,GER-2,true
P-011,GER-6,true
P-011,GER-16,true
P-011,GER-19,true
P-011,GER-11,true
P-011,GER-21,true
P-011,GER-25,true
P-011,GER-20,true
P-011,CUW-1,true
P-011,CUW-3,true
P-011,CUW-2,true
P-011,CUW-4,true
P-011,CUW-5,true
P-011,CUW-10,true
P-011,CUW-11,true
P-011,CUW-13,true
P-011,CUW-20,true
P-011,CUW-21,true
P-011,CUW-22,true
P-011,GER-3,false
P-011,GER-24,false
P-011,GER-17,false
P-011,GER-5,false
P-011,CUW-18,false
P-011,CUW-24,false
P-011,CUW-19,false
P-011,CUW-8,false
P-011,CUW-25,false
P-012,ECU-1,true
P-012,ECU-4,true
P-012,ECU-2,true
P-012,ECU-3,true
P-012,ECU-7,true
P-012,ECU-14,true
P-012,ECU-10,true
P-012,ECU-11,true
P-012,ECU-22,true
P-012,ECU-20,true
P-012,ECU-21,true
P-012,CIV-1,true
P-012,CIV-2,true
P-012,CIV-9,true
P-012,CIV-3,true
P-012,CIV-7,true
P-012,CIV-15,true
P-012,CIV-11,true
P-012,CIV-10,true
P-012,CIV-24,true
P-012,CIV-25,true
P-012,CIV-20,true
P-012,ECU-5,false
P-012,ECU-8,false
P-012,ECU-26,false
P-012,CIV-8,false
P-012,CIV-21,false
P-012,CIV-5,false
P-013,NED-12,true
P-013,NED-3,true
P-013,NED-4,true
P-013,NED-7,true
P-013,NED-8,true
P-013,NED-14,true
P-013,NED-18,true
P-013,NED-19,true
P-013,NED-20,true
P-013,NED-24,true
P-013,NED-21,true
P-013,TUN-12,true
P-013,TUN-6,true
P-013,TUN-5,true
P-013,TUN-2,true
P-013,TUN-7,true
P-013,TUN-10,true
P-013,TUN-14,true
P-013,TUN-13,true
P-013,TUN-21,true
P-013,TUN-25,true
P-013,TUN-24,true
P-013,NED-22,false
P-013,NED-5,false
P-013,NED-6,false
P-013,NED-13,false
P-013,TUN-22,false
P-013,TUN-19,false
P-013,TUN-17,false
P-013,TUN-20,false
P-014,JPN-23,true
P-014,JPN-2,true
P-014,JPN-3,true
P-014,JPN-7,true
P-014,JPN-6,true
P-014,JPN-13,true
P-014,JPN-11,true
P-014,JPN-18,true
P-014,JPN-20,true
P-014,JPN-26,true
P-014,JPN-24,true
P-014,SWE-23,true
P-014,SWE-4,true
P-014,SWE-9,true
P-014,SWE-2,true
P-014,SWE-6,true
P-014,SWE-10,true
P-014,SWE-11,true
P-014,SWE-17,true
P-014,SWE-21,true
P-014,SWE-24,true
P-014,SWE-22,true
P-014,JPN-14,false
P-014,JPN-25,false
P-014,JPN-4,false
P-014,JPN-16,false
P-014,SWE-8,false
P-014,SWE-7,false
P-014,SWE-19,false
P-014,SWE-13,false
P-014,SWE-18,false
P-015,BEL-23,true
P-015,BEL-4,true
P-015,BEL-6,true
P-015,BEL-3,true
P-015,BEL-5,true
P-015,BEL-10,true
P-015,BEL-11,true
P-015,BEL-14,true
P-015,BEL-26,true
P-015,BEL-20,true
P-015,BEL-22,true
P-015,NZL-12,true
P-015,NZL-2,true
P-015,NZL-6,true
P-015,NZL-5,true
P-015,NZL-3,true
P-015,NZL-18,true
P-015,NZL-17,true
P-015,NZL-11,true
P-015,NZL-26,true
P-015,NZL-20,true
P-015,NZL-22,true
P-015,BEL-2,false
P-015,BEL-24,false
P-015,BEL-13,false
P-015,BEL-21,false
P-015,BEL-18,false
P-015,NZL-24,false
P-015,NZL-9,false
P-015,NZL-8,false
P-015,NZL-4,false
P-016,IRN-1,true
P-016,IRN-2,true
P-016,IRN-4,true
P-016,IRN-5,true
P-016,IRN-6,true
P-016,IRN-14,true
P-016,IRN-10,true
P-016,IRN-13,true
P-016,IRN-22,true
P-016,IRN-20,true
P-016,IRN-26,true
P-016,EGY-12,true
P-016,EGY-2,true
P-016,EGY-3,true
P-016,EGY-4,true
P-016,EGY-5,true
P-016,EGY-14,true
P-016,EGY-11,true
P-016,EGY-16,true
P-016,EGY-20,true
P-016,EGY-21,true
P-016,EGY-22,true
P-016,IRN-8,false
P-016,IRN-9,false
P-016,IRN-19,false
P-016,EGY-7,false
P-016,EGY-26,false
P-016,EGY-17,false
P-017,ESP-1,true
P-017,ESP-2,true
P-017,ESP-6,true
P-017,ESP-3,true
P-017,ESP-4,true
P-017,ESP-19,true
P-017,ESP-14,true
P-017,ESP-11,true
P-017,ESP-21,true
P-017,ESP-24,true
P-017,ESP-25,true
P-017,CPV-23,true
P-017,CPV-6,true
P-017,CPV-7,true
P-017,CPV-8,true
P-017,CPV-3,true
P-017,CPV-14,true
P-017,CPV-13,true
P-017,CPV-15,true
P-017,CPV-24,true
P-017,CPV-25,true
P-017,CPV-20,true
P-017,ESP-26,false
P-017,ESP-17,false
P-017,ESP-7,false
P-017,CPV-9,false
P-017,CPV-11,false
P-017,CPV-22,false
P-018,FRA-1,true
P-018,FRA-5,true
P-018,FRA-4,true
P-018,FRA-3,true
P-018,FRA-6,true
P-018,FRA-14,true
P-018,FRA-10,true
P-018,FRA-11,true
P-018,FRA-21,true
P-018,FRA-20,true
P-018,FRA-26,true
P-018,IRQ-23,true
P-018,IRQ-2,true
P-018,IRQ-4,true
P-018,IRQ-3,true
P-018,IRQ-6,true
P-018,IRQ-10,true
P-018,IRQ-11,true
P-018,IRQ-13,true
P-018,IRQ-22,true
P-018,IRQ-20,true
P-018,IRQ-21,true
P-018,FRA-19,false
P-018,FRA-25,false
P-018,FRA-7,false
P-018,FRA-18,false
P-018,IRQ-17,false
P-018,IRQ-25,false
P-018,IRQ-8,false
P-018,IRQ-16,false
P-019,SEN-1,true
P-019,SEN-3,true
P-019,SEN-8,true
P-019,SEN-4,true
P-019,SEN-6,true
P-019,SEN-19,true
P-019,SEN-10,true
P-019,SEN-18,true
P-019,SEN-22,true
P-019,SEN-21,true
P-019,SEN-26,true
P-019,NOR-23,true
P-019,NOR-3,true
P-019,NOR-2,true
P-019,NOR-7,true
P-019,NOR-4,true
P-019,NOR-11,true
P-019,NOR-10,true
P-019,NOR-16,true
P-019,NOR-25,true
P-019,NOR-21,true
P-019,NOR-20,true
P-019,SEN-13,false
P-019,SEN-20,false
P-019,SEN-24,false
P-019,SEN-5,false
P-019,SEN-14,false
P-019,NOR-19,false
P-019,NOR-13,false
P-019,NOR-22,false
P-019,NOR-6,false
P-020,AUT-12,true
P-020,AUT-4,true
P-020,AUT-5,true
P-020,AUT-2,true
P-020,AUT-3,true
P-020,AUT-10,true
P-020,AUT-15,true
P-020,AUT-14,true
P-020,AUT-20,true
P-020,AUT-24,true
P-020,AUT-26,true
P-020,ALG-12,true
P-020,ALG-4,true
P-020,ALG-3,true
P-020,ALG-6,true
P-020,ALG-7,true
P-020,ALG-14,true
P-020,ALG-18,true
P-020,ALG-16,true
P-020,ALG-20,true
P-020,ALG-24,true
P-020,ALG-22,true
P-020,AUT-8,false
P-020,AUT-6,false
P-020,AUT-9,false
P-020,AUT-11,false
P-020,AUT-16,false
P-020,ALG-11,false
P-020,ALG-2,false
P-020,ALG-15,false
P-020,ALG-9,false
P-021,POR-23,true
P-021,POR-3,true
P-021,POR-4,true
P-021,POR-2,true
P-021,POR-5,true
P-021,POR-10,true
P-021,POR-15,true
P-021,POR-13,true
P-021,POR-25,true
P-021,POR-21,true
P-021,POR-20,true
P-021,COD-1,true
P-021,COD-2,true
P-021,COD-3,true
P-021,COD-4,true
P-021,COD-5,true
P-021,COD-10,true
P-021,COD-18,true
P-021,COD-11,true
P-021,COD-20,true
P-021,COD-21,true
P-021,COD-24,true
P-021,POR-9,false
P-021,POR-6,false
P-021,POR-19,false
P-021,POR-22,false
P-021,COD-7,false
P-021,COD-22,false
P-021,COD-14,false
P-021,COD-6,false
P-022,COL-23,true
P-022,COL-7,true
P-022,COL-3,true
P-022,COL-8,true
P-022,COL-2,true
P-022,COL-10,true
P-022,COL-14,true
P-022,COL-17,true
P-022,COL-24,true
P-022,COL-20,true
P-022,COL-26,true
P-022,UZB-12,true
P-022,UZB-6,true
P-022,UZB-2,true
P-022,UZB-5,true
P-022,UZB-7,true
P-022,UZB-18,true
P-022,UZB-11,true
P-022,UZB-19,true
P-022,UZB-22,true
P-022,UZB-26,true
P-022,UZB-21,true
P-022,COL-9,false
P-022,COL-5,false
P-022,COL-15,false
P-022,COL-16,false
P-022,COL-4,false
P-022,UZB-25,false
P-022,UZB-14,false
P-022,UZB-10,false
P-023,ENG-1,true
P-023,ENG-2,true
P-023,ENG-3,true
P-023,ENG-4,true
P-023,ENG-5,true
P-023,ENG-10,true
P-023,ENG-13,true
P-023,ENG-17,true
P-023,ENG-21,true
P-023,ENG-20,true
P-023,ENG-22,true
P-023,GHA-1,true
P-023,GHA-5,true
P-023,GHA-3,true
P-023,GHA-7,true
P-023,GHA-4,true
P-023,GHA-10,true
P-023,GHA-11,true
P-023,GHA-14,true
P-023,GHA-20,true
P-023,GHA-22,true
P-023,GHA-21,true
P-023,ENG-9,false
P-023,ENG-7,false
P-023,ENG-25,false
P-023,ENG-14,false
P-023,ENG-24,false
P-023,GHA-13,false
P-023,GHA-24,false
P-023,GHA-19,false
P-023,GHA-16,false
P-023,GHA-6,false
P-024,CRO-1,true
P-024,CRO-6,true
P-024,CRO-3,true
P-024,CRO-2,true
P-024,CRO-4,true
P-024,CRO-15,true
P-024,CRO-16,true
P-024,CRO-10,true
P-024,CRO-26,true
P-024,CRO-25,true
P-024,CRO-20,true
P-024,PAN-12,true
P-024,PAN-3,true
P-024,PAN-4,true
P-024,PAN-5,true
P-024,PAN-2,true
P-024,PAN-16,true
P-024,PAN-19,true
P-024,PAN-11,true
P-024,PAN-20,true
P-024,PAN-26,true
P-024,PAN-22,true
P-024,CRO-9,false
P-024,CRO-8,false
P-024,CRO-7,false
P-024,PAN-7,false
P-024,PAN-9,false
P-024,PAN-18,false
P-024,PAN-24,false
P-024,PAN-6,false
P-025,ITA-1,true
P-025,ITA-3,true
P-025,ITA-5,true
P-025,ITA-2,true
P-025,ITA-7,true
P-025,ITA-18,true
P-025,ITA-15,true
P-025,ITA-11,true
P-025,ITA-22,true
P-025,ITA-26,true
P-025,ITA-20,true
P-025,CHN-1,true
P-025,CHN-4,true
P-025,CHN-2,true
P-025,CHN-7,true
P-025,CHN-6,true
P-025,CHN-14,true
P-025,CHN-13,true
P-025,CHN-10,true
P-025,CHN-20,true
P-025,CHN-22,true
P-025,CHN-21,true
P-025,ITA-6,false
P-025,ITA-10,false
P-025,ITA-9,false
P-025,ITA-13,false
P-025,CHN-9,false
P-025,CHN-11,false
P-025,CHN-3,false
P-025,CHN-16,false
P-026,CHI-23,true
P-026,CHI-4,true
P-026,CHI-2,true
P-026,CHI-3,true
P-026,CHI-5,true
P-026,CHI-14,true
P-026,CHI-10,true
P-026,CHI-11,true
P-026,CHI-26,true
P-026,CHI-22,true
P-026,CHI-21,true
P-026,NGA-1,true
P-026,NGA-7,true
P-026,NGA-6,true
P-026,NGA-2,true
P-026,NGA-3,true
P-026,NGA-17,true
P-026,NGA-10,true
P-026,NGA-18,true
P-026,NGA-20,true
P-026,NGA-22,true
P-026,NGA-21,true
P-026,CHI-20,false
P-026,CHI-19,false
P-026,CHI-18,false
P-026,CHI-13,false
P-026,NGA-19,false
P-026,NGA-25,false
P-026,NGA-8,false
P-027,DEN-12,true
P-027,DEN-3,true
P-027,DEN-5,true
P-027,DEN-2,true
P-027,DEN-4,true
P-027,DEN-14,true
P-027,DEN-10,true
P-027,DEN-11,true
P-027,DEN-25,true
P-027,DEN-20,true
P-027,DEN-22,true
P-027,CMR-23,true
P-027,CMR-3,true
P-027,CMR-5,true
P-027,CMR-2,true
P-027,CMR-8,true
P-027,CMR-14,true
P-027,CMR-10,true
P-027,CMR-18,true
P-027,CMR-20,true
P-027,CMR-25,true
P-027,CMR-21,true
P-027,DEN-26,false
P-027,DEN-15,false
P-027,DEN-24,false
P-027,DEN-16,false
P-027,CMR-19,false
P-027,CMR-7,false
P-027,CMR-24,false
P-027,CMR-22,false
P-027,CMR-4,false
P-028,WAL-1,true
P-028,WAL-7,true
P-028,WAL-2,true
P-028,WAL-6,true
P-028,WAL-5,true
P-028,WAL-17,true
P-028,WAL-14,true
P-028,WAL-10,true
P-028,WAL-20,true
P-028,WAL-22,true
P-028,WAL-25,true
P-028,PER-12,true
P-028,PER-3,true
P-028,PER-7,true
P-028,PER-5,true
P-028,PER-2,true
P-028,PER-10,true
P-028,PER-11,true
P-028,PER-13,true
P-028,PER-24,true
P-028,PER-21,true
P-028,PER-25,true
P-028,WAL-8,false
P-028,WAL-13,false
P-028,WAL-9,false
P-028,WAL-16,false
P-028,WAL-18,false
P-028,PER-8,false
P-028,PER-26,false
P-028,PER-4,false
P-029,POL-1,true
P-029,POL-2,true
P-029,POL-5,true
P-029,POL-7,true
P-029,POL-6,true
P-029,POL-13,true
P-029,POL-10,true
P-029,POL-11,true
P-029,POL-25,true
P-029,POL-22,true
P-029,POL-20,true
P-029,MLI-12,true
P-029,MLI-3,true
P-029,MLI-2,true
P-029,MLI-4,true
P-029,MLI-8,true
P-029,MLI-13,true
P-029,MLI-10,true
P-029,MLI-11,true
P-029,MLI-20,true
P-029,MLI-21,true
P-029,MLI-22,true
P-029,POL-18,false
P-029,POL-14,false
P-029,POL-26,false
P-029,POL-8,false
P-029,POL-9,false
P-029,MLI-15,false
P-029,MLI-9,false
P-029,MLI-14,false
P-030,VEN-1,true
P-030,VEN-3,true
P-030,VEN-4,true
P-030,VEN-5,true
P-030,VEN-2,true
P-030,VEN-10,true
P-030,VEN-11,true
P-030,VEN-15,true
P-030,VEN-20,true
P-030,VEN-25,true
P-030,VEN-24,true
P-030,CRC-1,true
P-030,CRC-6,true
P-030,CRC-4,true
P-030,CRC-2,true
P-030,CRC-5,true
P-030,CRC-13,true
P-030,CRC-14,true
P-030,CRC-19,true
P-030,CRC-25,true
P-030,CRC-20,true
P-030,CRC-24,true
P-030,VEN-19,false
P-030,VEN-18,false
P-030,VEN-17,false
P-030,VEN-14,false
P-030,VEN-9,false
P-030,CRC-3,false
P-030,CRC-7,false
P-030,CRC-9,false
P-030,CRC-17,false
P-030,CRC-22,false
P-031,UKR-12,true
P-031,UKR-7,true
P-031,UKR-2,true
P-031,UKR-5,true
P-031,UKR-3,true
P-031,UKR-10,true
P-031,UKR-11,true
P-031,UKR-13,true
P-031,UKR-20,true
P-031,UKR-21,true
P-031,UKR-22,true
P-031,NCL-23,true
P-031,NCL-9,true
P-031,NCL-3,true
P-031,NCL-4,true
P-031,NCL-5,true
P-031,NCL-10,true
P-031,NCL-14,true
P-031,NCL-11,true
P-031,NCL-20,true
P-031,NCL-21,true
P-031,NCL-26,true
P-031,UKR-9,false
P-031,UKR-25,false
P-031,UKR-4,false
P-031,UKR-6,false
P-031,NCL-24,false
P-031,NCL-8,false
P-031,NCL-25,false
P-031,NCL-2,false
P-031,NCL-7,false
P-032,SRB-12,true
P-032,SRB-2,true
P-032,SRB-3,true
P-032,SRB-6,true
P-032,SRB-5,true
P-032,SRB-10,true
P-032,SRB-13,true
P-032,SRB-17,true
P-032,SRB-20,true
P-032,SRB-22,true
P-032,SRB-21,true
P-032,OMA-1,true
P-032,OMA-3,true
P-032,OMA-8,true
P-032,OMA-2,true
P-032,OMA-4,true
P-032,OMA-11,true
P-032,OMA-17,true
P-032,OMA-10,true
P-032,OMA-20,true
P-032,OMA-25,true
P-032,OMA-22,true
P-032,SRB-4,false
P-032,SRB-14,false
P-032,SRB-8,false
P-032,SRB-18,false
P-032,OMA-21,false
P-032,OMA-24,false
P-032,OMA-6,false
P-033,MEX-1,true
P-033,MEX-3,true
P-033,MEX-5,true
P-033,MEX-6,true
P-033,MEX-2,true
P-033,MEX-11,true
P-033,MEX-13,true
P-033,MEX-18,true
P-033,MEX-21,true
P-033,MEX-24,true
P-033,MEX-22,true
P-033,RSA-12,true
P-033,RSA-5,true
P-033,RSA-4,true
P-033,RSA-6,true
P-033,RSA-2,true
P-033,RSA-13,true
P-033,RSA-16,true
P-033,RSA-19,true
P-033,RSA-21,true
P-033,RSA-25,true
P-033,RSA-22,true
P-033,MEX-25,false
P-033,MEX-14,false
P-033,MEX-8,false
P-033,MEX-20,false
P-033,RSA-18,false
P-033,RSA-15,false
P-033,RSA-17,false
P-034,CZE-12,true
P-034,CZE-2,true
P-034,CZE-3,true
P-034,CZE-6,true
P-034,CZE-5,true
P-034,CZE-10,true
P-034,CZE-14,true
P-034,CZE-13,true
P-034,CZE-22,true
P-034,CZE-24,true
P-034,CZE-20,true
P-034,KOR-12,true
P-034,KOR-2,true
P-034,KOR-3,true
P-034,KOR-6,true
P-034,KOR-4,true
P-034,KOR-14,true
P-034,KOR-10,true
P-034,KOR-16,true
P-034,KOR-20,true
P-034,KOR-21,true
P-034,KOR-22,true
P-034,CZE-16,false
P-034,CZE-21,false
P-034,CZE-25,false
P-034,CZE-18,false
P-034,CZE-19,false
P-034,KOR-13,false
P-034,KOR-24,false
P-034,KOR-8,false
P-034,KOR-11,false
P-034,KOR-25,false
P-035,SUI-1,true
P-035,SUI-2,true
P-035,SUI-4,true
P-035,SUI-3,true
P-035,SUI-6,true
P-035,SUI-10,true
P-035,SUI-11,true
P-035,SUI-15,true
P-035,SUI-21,true
P-035,SUI-22,true
P-035,SUI-25,true
P-035,QAT-1,true
P-035,QAT-3,true
P-035,QAT-6,true
P-035,QAT-8,true
P-035,QAT-9,true
P-035,QAT-13,true
P-035,QAT-10,true
P-035,QAT-14,true
P-035,QAT-25,true
P-035,QAT-26,true
P-035,QAT-20,true
P-035,SUI-9,false
P-035,SUI-7,false
P-035,SUI-20,false
P-035,SUI-5,false
P-035,SUI-26,false
P-035,QAT-5,false
P-035,QAT-19,false
P-035,QAT-24,false
P-035,QAT-18,false
P-035,QAT-22,false
P-036,BIH-1,true
P-036,BIH-4,true
P-036,BIH-2,true
P-036,BIH-3,true
P-036,BIH-5,true
P-036,BIH-19,true
P-036,BIH-13,true
P-036,BIH-16,true
P-036,BIH-24,true
P-036,BIH-22,true
P-036,BIH-20,true
P-036,CAN-1,true
P-036,CAN-7,true
P-036,CAN-2,true
P-036,CAN-5,true
P-036,CAN-6,true
P-036,CAN-13,true
P-036,CAN-10,true
P-036,CAN-11,true
P-036,CAN-20,true
P-036,CAN-22,true
P-036,CAN-25,true
P-036,BIH-15,false
P-036,BIH-14,false
P-036,BIH-18,false
P-036,BIH-11,false
P-036,CAN-8,false
P-036,CAN-24,false
P-036,CAN-3,false
P-036,CAN-15,false
P-037,BRA-1,true
P-037,BRA-6,true
P-037,BRA-5,true
P-037,BRA-4,true
P-037,BRA-7,true
P-037,BRA-11,true
P-037,BRA-13,true
P-037,BRA-10,true
P-037,BRA-20,true
P-037,BRA-21,true
P-037,BRA-22,true
P-037,SCO-23,true
P-037,SCO-2,true
P-037,SCO-3,true
P-037,SCO-7,true
P-037,SCO-5,true
P-037,SCO-10,true
P-037,SCO-11,true
P-037,SCO-18,true
P-037,SCO-20,true
P-037,SCO-22,true
P-037,SCO-21,true
P-037,BRA-25,false
P-037,BRA-26,false
P-037,BRA-3,false
P-037,BRA-9,false
P-037,SCO-13,false
P-037,SCO-16,false
P-037,SCO-17,false
P-038,HAI-12,true
P-038,HAI-5,true
P-038,HAI-6,true
P-038,HAI-2,true
P-038,HAI-7,true
P-038,HAI-17,true
P-038,HAI-10,true
P-038,HAI-18,true
P-038,HAI-21,true
P-038,HAI-22,true
P-038,HAI-20,true
P-038,MAR-1,true
P-038,MAR-6,true
P-038,MAR-2,true
P-038,MAR-3,true
P-038,MAR-5,true
P-038,MAR-15,true
P-038,MAR-14,true
P-038,MAR-10,true
P-038,MAR-22,true
P-038,MAR-20,true
P-038,MAR-21,true
P-038,HAI-16,false
P-038,HAI-3,false
P-038,HAI-9,false
P-038,MAR-7,false
P-038,MAR-13,false
P-038,MAR-16,false
P-039,USA-12,true
P-039,USA-2,true
P-039,USA-7,true
P-039,USA-6,true
P-039,USA-3,true
P-039,USA-19,true
P-039,USA-18,true
P-039,USA-10,true
P-039,USA-20,true
P-039,USA-22,true
P-039,USA-21,true
P-039,AUS-23,true
P-039,AUS-2,true
P-039,AUS-3,true
P-039,AUS-4,true
P-039,AUS-5,true
P-039,AUS-17,true
P-039,AUS-14,true
P-039,AUS-10,true
P-039,AUS-21,true
P-039,AUS-22,true
P-039,AUS-24,true
P-039,USA-4,false
P-039,USA-26,false
P-039,USA-11,false
P-039,USA-25,false
P-039,USA-17,false
P-039,AUS-20,false
P-039,AUS-19,false
P-039,AUS-6,false
P-039,AUS-16,false
P-039,AUS-9,false
